book no.,Year,sentence
volume49_book_218.txt,"March 11, 1932",Their case stands on a wholly different footing from that of the others.
volume49_book_218.txt,"March 11, 1932",I am not against their representation in the legislatures.
volume49_book_218.txt,"March 11, 1932","I should favour everyone of their adults, male or female, being registered as voters, irrespective of education or property qualifications, even though the franchise test may be stricter for the others."
volume49_book_218.txt,"March 11, 1932","But I hold that separate electorate is harmful for them and for Hinduism, whatever it may be from a purely political standpoint."
volume49_book_218.txt,"March 11, 1932","To appreciate the harm that separate electorates would do to them, one has to know how they are distributed amongst the so-called caste Hindus, and how dependent they are on the latter."
volume49_book_218.txt,"March 11, 1932",So far as Hinduism is concerned separate electorate would simply vivisect and disrupt it.
volume49_book_218.txt,"March 11, 1932",For me the question of these classes is predominantly moral and religious.
volume49_book_218.txt,"March 11, 1932","The political aspect, important though it is, dwindles into insignificance compared to the moral and religious issue."
volume49_book_218.txt,"March 11, 1932",You will have to appreciate my feelings in this matter by remembering that I have been interested in the condition of these classes from my boyhood and have more than once staked my all for their sake.
volume49_book_218.txt,"March 11, 1932",I say this not to pride myself in any way.
volume49_book_218.txt,"March 11, 1932","For, I feel that no penance that caste Hindus may do can, in any way, compensate for the calculated degradation to which they have consigned the Depressed Classes for centuries."
volume49_book_218.txt,"March 11, 1932",But I know that separate electorate is neither penance nor any remedy for the crushing degradation they have groaned under.
volume49_book_218.txt,"March 11, 1932","I therefore respectfully inform His Majesty's Government that in the event of their decision creating separate electorate for the Depressed Classes, I must fast unto death."
volume49_book_218.txt,"March 11, 1932","I am painfully conscious of the fact that such a step whilst I am a prisoner must cause grave embarrassment to His Majesty's Government and that it will be regarded by many as highly improper on the part of one holding my position to introduce into the political field methods which they would describe as hysterical, if not much worse."
volume49_book_218.txt,"March 11, 1932","All I can urge in defence is that for me the contemplated step is not a method, it is part of my being."
volume49_book_218.txt,"March 11, 1932","It is a call of conscience which I dare not disobey, even though it may cost whatever reputation for sanity I may possess."
volume49_book_218.txt,"March 11, 1932","So far as I can see now, my discharge from imprisonment would not make the duty of fasting any the less imperative."
volume49_book_218.txt,"March 11, 1932","I am hoping, however, that all my fears are wholly unjustified and that the British Government have no intention whatever of creating separate electorate for the Depressed Classes."
volume49_book_218.txt,"March 11, 1932",It is perhaps as well for me to refer to another matter that is agitating me and may also enforce a similar fast.
volume49_book_218.txt,"March 11, 1932",It is the 192 THE COLLECTED WORKS OF MAHATMA GANDHI way repression is going.
volume49_book_218.txt,"March 11, 1932",I have no notion when I may receive a shock that would compel the sacrifice.
volume49_book_218.txt,"March 11, 1932",Repression appears to me to be crossing what might be called the legitimate limit.
volume49_book_218.txt,"March 11, 1932",A Governmental terrorism is spreading through the land.
volume49_book_218.txt,"March 11, 1932",Both English and Indian officials are being brutalized.
volume49_book_218.txt,"March 11, 1932","The latter, high and low, are becoming demoralized by reason of the Government rewarding as meritorious, disloyalty to the people and inhuman conduct towards their own kith and kin."
volume49_book_218.txt,"March 11, 1932",The latter are being cowed down.
volume49_book_218.txt,"March 11, 1932",Free speech has been stifled.
volume49_book_218.txt,"March 11, 1932",Goondaism is being practised in the name of law and order.
volume49_book_218.txt,"March 11, 1932",Women who have come out for public service stand in fear of their honour being insulted.
volume49_book_218.txt,"March 11, 1932","And all this, as it seems to me, is being done in order to crush the spirit of freedom which the Congress represents."
volume49_book_218.txt,"March 11, 1932",Repression is not confined to punishing civil breaches of the common law.
volume49_book_218.txt,"March 11, 1932",It goads people to break newly made orders of autocracy designed for the most part to humiliate them.
volume49_book_218.txt,"March 11, 1932","In all these doings as I read them, I see no spirit of democracy."
volume49_book_218.txt,"March 11, 1932","Indeed, my recent visit to England has confirmed my opinion that your democracy is a superficial circumscribed thing."
volume49_book_218.txt,"March 11, 1932","In the weightiest matters decisions are taken by individuals or groups, without any reference to the Parliament, and these have been ratified by the Members having but a vague notion of what they were doing."
volume49_book_218.txt,"March 11, 1932","Such was the case with Egypt, the War of 1914, and such is the case with India."
volume49_book_218.txt,"March 11, 1932","My whole being rebels against the idea that in a system called democratic, one man should have the unfettered power of affecting the destiny of the ancient people numbering over three hundred millions, and that his decisions can be enforced by mobilizing the most terrible forces of destruction."
volume49_book_218.txt,"March 11, 1932",To me this is a negation of democracy.
volume49_book_218.txt,"March 11, 1932",And this repression cannot be prolonged without further embittering the already bitter relations between the two peoples.
volume49_book_218.txt,"March 11, 1932","In so far as I am responsible and can help it, how am I to arrest the process?"
volume49_book_218.txt,"March 11, 1932",Not by stopping civil disobedience.
volume49_book_218.txt,"March 11, 1932",For me it is an article of faith.
volume49_book_218.txt,"March 11, 1932",I regard myself by nature a democrat.
volume49_book_218.txt,"March 11, 1932",Democracy of my conception is wholly inconsistent with the use of physical force for enforcing its will.
volume49_book_218.txt,"March 11, 1932",Civil resistance therefore has been conceived to be a proper substitute for physical force to be used wherever generally the latter is held necessary or justifiable.
