date,sentence,importance,event-type,cluster
"1930, May 18","Even those who you think from our firm determination to abide by the policy I was privileged to announce in November last.""",0,,
"1930, May 18","1 The draft did not have the words: ""to their credit"".",0,,
"1930, May 18","2 The draft has ""that"".",0,,
"1930, May 18",3 Abbas Tyabji was arrested on May 12.,1,event,90000
"1930, May 18","4 The draft here has ""however severe"".",0,,
"1930, May 18",412 THE COLLECTED WORKS OF MAHATMA GANDHI are with you are with the Congressmen so far as wants are concerned.,0,,
"1930, May 18","I remain, Your sincere friend, M. K. GANDHI Bombay Secret Abstracts, 750(34), pp.",0,,
"1930, January 3","LETTER TO SUBHAS CHANDRA BOSE As AT THE ASHRAM, SABARMATI, January 3, 1930 DEAR SUBHAS BABU, You are becoming more and more an enigma to me.",0,,
"1930, January 3",I want you to live up to the certificate that Deshbandhu once gave me for you.,1,demand,889
"1930, January 3","He pictured you to me as a young man of brilliant parts, singleness of purpose, great determination and above pettiness.",1,event,889
"1930, January 3","Your conduct in Calcutta1 therefore grieved me, but I reconciled myself to its strangeness.",1,event,13
"1930, January 3",But in Lahore 2 you became inscrutable and I smelt petty jealousy.,1,event,13
"1930, January 3",I do not mind stubborn opposition.,0,,
"1930, January 3",I personally thrive on it and learn more from opponents than from friends.,0,,
"1930, January 3",I therefore always welcome 1 In 1928; vide Vol.,0,,
"1930, January 3",2 In 1929; vide Vol.,0,,
"1930, January 3",139 140 THE COLLECTED WORKS OF MAHATMA GANDHI sincere and intelligent opposition.,0,,
"1930, January 3",But in Lahore you became an obstructionist.,1,fact,13
"1930, January 3","In connection with the Bengal dispute, in your writings to the Press you were offensive and the discourteous, impatient walk-out nearly broke my heart.",1,event,13
"1930, January 3",You should have bravely recognized the necessity and the propriety of your and other friends' exclusion.,1,demand,13
"1930, January 3","It was not aimed at you, Prakasam 1 or Srinivasa Iyengar.",0,,
"1930, January 3",It was meant merely to strengthen the hands of the young President by providing him with a cabinet that would be helpful in carrying forward the national work.,0,,
"1930, January 3","2 There was no question surely of distributing patronage, of placating personal interests, however high they may be.",0,,
"1930, January 3",The question was one of devising measures for achieving independence in the shortest possible time.,0,,
"1930, January 3","How could you, having no faith in the programme, or Prakasam, with philosophic contempt for the present programme, or Srinivasa Iyengar, with his unfathomable unbelief in Jawaharlal and Pandit Motilalji, forward the nation's work?",0,,
"1930, January 3",But all the three could help by becoming sympathetic critics offering sound suggestions along their own lines.,0,,
"1930, January 3",There was certainly no undemocratic procedure.,0,,
"1930, January 3","If the putting of the names en bloc did not commend itself to the Committee, the Committee could have so expressed its opinion and that would have been also a fair measure of the strength of your party.3 But I do not want to continue the argument.",1,fact,90001
"1930, January 3","I simply write this to ask you to retrace your steps and otherwise also prove to me and those whose co-operation you would seek, the truth of the certificate issued by Deshbandhu.",0,,
"1930, January 3","I do not want to change your view about anything, but I do want you to change your conduct in enforcing those views.",1,demand,90001
"1930, January 3","Yours sincerely, From a copy: Kusumbehn Desai's Diary.",0,,
"1930, January 3","S. N. 32579/37 1 T. Prakasam 2 For the Working Committee two independent lists had been prepared, one by Motilal Nehru in consultation with Gandhiji and the other by Jamnalal Bajaj.",1,event,73
"1930, January 3","The addressee and Srinivasa Iyenger, along with a few others, staged a walk-out against this procedure as they wanted the Working Committee to be formed by election.",1,demand,73
"1930, January 3","3 After the Congress session at Lahore the addressee and S. Srinivasa Iyengar announced the formation of a new party, the Congress Democratic Party.",1,event,73
"1930, April 9","LETTER TO MAHADEV DESAI April 9, 1930 CHI.",0,,
"1930, April 9","MAHADEV, I am halting in Surat for a few hours on my way to Bhimrad.",0,,
"1930, April 9","The car took the wrong road, with the result that I missed the train and came here by car.",0,,
"1930, April 9",At present my very thoughts have grown wings and they seem to have effect even when not expressed in speech or action.,1,fact,580
"1930, April 9",That is a fact.,0,,
"1930, April 9","Thoughts which are part of tapascharya are single-pointed, and hence their power is greater than that of electricity or of still subtler ether.",0,,
"1930, April 9","Your suggestion, therefore, was acted upon immediately yesterday.",0,,
"1930, April 9",All the men in my batch will have to be dispersed and posted wherever they may be needed.,1,fact,90009
"1930, April 9","Surajbhan has already left, and so has Jayantiprasad, each for his own district.",1,event,90009
"1930, April 9",Vamanrao Pataki also has gone to his district.,1,event,90009
"1930, April 9",I did not have to suggest to any of the three that he should go.,1,demand,90009
"1930, April 9",They themselves felt that they should go.,0,,
"1930, April 9",Surendra is waiting at Navsari to proceed to Bhimrad.,1,event,90009
"1930, April 9",Puratan and Haridas Gandhi are at Navsari waiting to leave for Olpad.,1,event,90009
"1930, April 9","I have sent Abbas Saheb to Nadiad, where I will send other men whom he may ask for, provided I am not arrested by then.",1,event,90009
"1930, April 9","However, if I am not free and you are, it will be for you to send them; and if even you are not free, those who are left behind will make the necessary arrangements.",1,fact,90009
